crop,season,soil_moisture_pct,temperature,rainfall_forecast_mm,irrigation_needed,water_liters_per_sqm,irrigation_schedule
mothbeans,Kharif,49.0,30.78,37.3,Yes,11.75,Every 4-6 days
cotton,Rabi,55.2,38.71,44.5,No,0.0,Every 4-6 days
grapes,Rabi,46.9,28.89,94.4,No,0.0,Every 4-6 days
grapes,Rabi,27.2,29.95,49.7,No,0.0,Every 4-6 days
rice,Zaid,32.2,40.05,32.8,Yes,18.34,Every 1-3 days
pigeonpeas,Rabi,64.8,30.85,4.5,Yes,13.57,Every 4-6 days
mango,Kharif,65.3,31.52,22.2,Yes,8.33,Every 4-6 days
apple,Zaid,51.9,33.1,44.8,No,0.0,Every 4-6 days
lentil,Rabi,69.2,23.98,154.3,No,0.0,Every 7-10 days
mothbeans,Rabi,51.4,30.01,66.9,No,0.0,Every 4-6 days
coconut,Zaid,65.9,28.3,55.7,No,0.0,Every 4-6 days
rice,Rabi,40.4,21.79,27.7,Yes,16.48,Every 1-3 days
rice,Kharif,19.0,24.03,34.2,Yes,16.78,Every 1-3 days
coffee,Zaid,44.1,28.92,102.7,No,0.0,Every 4-6 days
mungbean,Kharif,52.5,25.11,6.6,Yes,11.29,Every 4-6 days
muskmelon,Kharif,19.6,37.62,51.3,No,0.0,Every 1-3 days
kidneybeans,Zaid,47.1,33.39,45.0,No,0.0,Every 4-6 days
grapes,Rabi,57.5,27.36,33.4,Yes,11.23,Every 4-6 days
orange,Rabi,44.2,27.61,17.8,Yes,11.21,Every 4-6 days
mungbean,Zaid,21.3,24.91,6.9,Yes,13.3,Every 4-6 days
lentil,Rabi,60.7,22.44,57.3,No,0.0,Every 4-6 days
jute,Zaid,37.6,28.43,53.9,No,0.0,Every 1-3 days
rice,Rabi,44.4,22.58,50.4,No,0.0,Every 1-3 days
mungbean,Rabi,15.3,29.89,23.0,Yes,15.13,Every 1-3 days
apple,Rabi,43.1,34.32,43.8,No,0.0,Every 4-6 days
cotton,Zaid,55.7,21.48,22.0,Yes,8.92,Every 4-6 days
kidneybeans,Zaid,55.7,25.85,10.0,Yes,10.83,Every 4-6 days
papaya,Kharif,64.1,24.3,32.9,Yes,10.53,Every 4-6 days
watermelon,Zaid,55.8,26.88,80.6,No,0.0,Every 4-6 days
grapes,Zaid,38.2,32.23,12.8,Yes,13.96,Every 4-6 days
cotton,Rabi,23.8,28.29,41.5,No,0.0,Every 4-6 days
blackgram,Zaid,31.3,31.39,50.9,No,0.0,Every 4-6 days
grapes,Rabi,26.8,28.78,2.6,Yes,14.54,Every 4-6 days
maize,Rabi,36.6,28.77,4.0,Yes,12.8,Every 4-6 days
grapes,Kharif,52.7,30.72,64.8,No,0.0,Every 4-6 days
lentil,Rabi,51.2,27.24,76.6,No,0.0,Every 4-6 days
blackgram,Kharif,64.1,32.15,120.3,No,0.0,Every 4-6 days
banana,Kharif,32.1,35.19,68.0,No,0.0,Every 1-3 days
chickpea,Kharif,50.2,28.17,78.7,No,0.0,Every 4-6 days
rice,Zaid,82.8,24.82,27.3,Yes,13.21,Every 4-6 days
kidneybeans,Zaid,45.6,26.95,41.2,No,0.0,Every 4-6 days
coconut,Rabi,49.7,19.52,30.9,Yes,11.89,Every 4-6 days
muskmelon,Kharif,64.5,28.04,78.4,No,0.0,Every 4-6 days
orange,Rabi,46.7,28.07,60.1,No,0.0,Every 4-6 days
pomegranate,Rabi,70.3,20.91,39.1,Yes,6.73,Every 4-6 days
papaya,Zaid,85.7,23.33,52.7,No,0.0,Every 7-10 days
orange,Rabi,29.4,22.69,35.1,Yes,11.44,Every 4-6 days
blackgram,Kharif,26.1,29.95,100.7,No,0.0,Every 4-6 days
chickpea,Kharif,53.5,31.43,76.0,No,0.0,Every 4-6 days
mungbean,Zaid,58.8,29.07,9.7,Yes,10.76,Every 4-6 days
watermelon,Rabi,51.5,27.92,53.3,No,0.0,Every 1-3 days
muskmelon,Rabi,58.5,24.08,41.0,No,0.0,Every 4-6 days
blackgram,Zaid,48.1,25.67,75.0,No,0.0,Every 4-6 days
watermelon,Zaid,39.4,27.1,70.2,No,0.0,Every 1-3 days
cotton,Rabi,52.1,19.17,108.2,No,0.0,Every 4-6 days
grapes,Kharif,50.6,19.23,34.8,Yes,7.52,Every 4-6 days
rice,Rabi,28.8,29.83,17.1,Yes,20.04,Every 1-3 days
mothbeans,Kharif,64.0,28.42,64.6,No,0.0,Every 4-6 days
pomegranate,Zaid,25.1,21.7,24.1,Yes,11.71,Every 4-6 days
papaya,Kharif,41.2,28.48,7.2,Yes,13.06,Every 4-6 days
pomegranate,Rabi,64.0,36.54,132.8,No,0.0,Every 4-6 days
watermelon,Kharif,66.7,27.88,39.6,Yes,15.12,Every 4-6 days
grapes,Rabi,61.2,28.03,89.9,No,0.0,Every 4-6 days
rice,Rabi,52.4,28.93,19.3,Yes,13.01,Every 1-3 days
coconut,Zaid,40.8,19.35,10.6,Yes,11.33,Every 4-6 days
papaya,Rabi,30.4,25.78,3.7,Yes,13.27,Every 4-6 days
mango,Kharif,60.5,34.12,38.7,Yes,10.82,Every 4-6 days
watermelon,Rabi,34.9,23.58,36.9,Yes,16.01,Every 1-3 days
pomegranate,Rabi,68.7,29.51,10.9,Yes,10.39,Every 4-6 days
maize,Kharif,39.1,33.12,66.2,No,0.0,Every 4-6 days
papaya,Rabi,58.0,26.31,20.8,Yes,10.53,Every 4-6 days
lentil,Kharif,50.4,36.81,77.5,No,0.0,Every 4-6 days
mango,Rabi,48.3,14.77,57.6,No,0.0,Every 4-6 days
muskmelon,Rabi,56.7,22.97,19.0,Yes,14.24,Every 1-3 days
mothbeans,Kharif,36.3,27.32,80.2,No,0.0,Every 4-6 days
blackgram,Kharif,46.9,23.05,15.2,Yes,11.09,Every 4-6 days
coffee,Rabi,43.9,22.12,91.1,No,0.0,Every 4-6 days
muskmelon,Rabi,48.1,26.71,3.9,Yes,16.15,Every 1-3 days
mothbeans,Zaid,50.1,25.66,72.8,No,0.0,Every 4-6 days
maize,Rabi,57.2,27.28,49.4,No,0.0,Every 4-6 days
mango,Kharif,43.1,32.0,73.3,No,0.0,Every 4-6 days
chickpea,Kharif,59.1,26.98,63.3,No,0.0,Every 4-6 days
mango,Rabi,27.7,28.35,66.9,No,0.0,Every 4-6 days
muskmelon,Kharif,19.3,38.04,45.6,No,0.0,Every 1-3 days
watermelon,Rabi,55.1,28.74,62.2,No,0.0,Every 1-3 days
papaya,Kharif,43.3,20.6,19.0,Yes,9.72,Every 4-6 days
grapes,Rabi,37.6,31.27,38.9,Yes,13.36,Every 4-6 days
kidneybeans,Zaid,81.9,32.89,24.3,Yes,8.71,Every 4-6 days
jute,Zaid,46.0,19.01,79.4,No,0.0,Every 4-6 days
coffee,Zaid,51.4,27.96,22.4,Yes,9.0,Every 4-6 days
pomegranate,Zaid,42.1,29.22,66.5,No,0.0,Every 4-6 days
mango,Rabi,38.4,29.4,71.5,No,0.0,Every 4-6 days
muskmelon,Rabi,68.5,25.96,34.6,Yes,12.8,Every 4-6 days
grapes,Kharif,24.1,19.44,29.1,Yes,11.97,Every 4-6 days
chickpea,Zaid,62.6,34.11,116.7,No,0.0,Every 4-6 days
mothbeans,Kharif,17.8,31.29,53.0,No,0.0,Every 4-6 days
mungbean,Rabi,13.8,33.86,27.3,Yes,16.3,Every 1-3 days
jute,Kharif,55.7,22.03,62.5,No,0.0,Every 4-6 days
cotton,Zaid,45.6,29.81,6.3,Yes,11.71,Every 4-6 days
jute,Zaid,46.8,31.05,131.7,No,0.0,Every 4-6 days
lentil,Zaid,60.1,23.8,7.3,Yes,10.31,Every 4-6 days
grapes,Rabi,66.2,26.15,22.8,Yes,7.84,Every 4-6 days
coffee,Zaid,27.3,27.35,23.5,Yes,13.7,Every 4-6 days
muskmelon,Zaid,33.7,29.92,34.0,Yes,16.77,Every 1-3 days
kidneybeans,Kharif,75.2,21.01,23.8,Yes,6.82,Every 4-6 days
jute,Kharif,34.5,29.03,27.9,Yes,17.71,Every 1-3 days
mothbeans,Kharif,63.6,29.7,50.8,No,0.0,Every 4-6 days
pigeonpeas,Zaid,16.6,27.64,20.0,Yes,13.31,Every 1-3 days
coffee,Rabi,31.3,24.08,70.7,No,0.0,Every 4-6 days
banana,Kharif,67.1,21.49,5.2,Yes,13.67,Every 4-6 days
mungbean,Rabi,57.8,30.86,57.8,No,0.0,Every 4-6 days
cotton,Kharif,48.3,26.5,177.4,No,0.0,Every 7-10 days
watermelon,Zaid,37.1,32.84,18.9,Yes,18.68,Every 1-3 days
jute,Kharif,59.3,27.82,41.7,No,0.0,Every 1-3 days
kidneybeans,Rabi,21.3,25.0,75.0,No,0.0,Every 4-6 days
jute,Rabi,48.9,28.79,81.4,No,0.0,Every 1-3 days
watermelon,Rabi,38.6,28.99,29.1,Yes,16.06,Every 1-3 days
kidneybeans,Zaid,39.1,27.24,34.1,Yes,12.58,Every 4-6 days
apple,Rabi,37.8,27.76,31.0,Yes,10.58,Every 4-6 days
lentil,Rabi,33.4,26.32,132.7,No,0.0,Every 4-6 days
cotton,Rabi,56.1,24.01,48.0,No,0.0,Every 4-6 days
grapes,Zaid,29.5,24.13,16.6,Yes,13.68,Every 4-6 days
lentil,Zaid,44.0,20.24,26.1,Yes,10.69,Every 4-6 days
chickpea,Rabi,56.7,25.62,13.1,Yes,10.38,Every 4-6 days
rice,Rabi,25.8,30.46,97.5,No,0.0,Every 1-3 days
coffee,Rabi,64.3,30.05,19.4,Yes,12.7,Every 4-6 days
mothbeans,Zaid,50.2,33.98,35.9,Yes,12.17,Every 4-6 days
jute,Kharif,37.8,23.11,18.8,Yes,15.63,Every 1-3 days
kidneybeans,Kharif,52.7,28.41,23.6,Yes,10.37,Every 4-6 days
apple,Zaid,38.8,24.34,34.1,Yes,11.26,Every 4-6 days
orange,Kharif,60.3,27.38,29.5,Yes,9.5,Every 4-6 days
coffee,Kharif,31.0,22.43,16.2,Yes,10.77,Every 4-6 days
watermelon,Kharif,49.3,31.57,108.5,No,0.0,Every 4-6 days
pomegranate,Zaid,69.2,27.55,15.0,Yes,9.97,Every 4-6 days
coconut,Rabi,48.5,22.44,181.8,No,0.0,Every 7-10 days
kidneybeans,Kharif,45.8,29.78,33.5,Yes,11.54,Every 4-6 days
maize,Zaid,47.8,28.95,23.3,Yes,10.75,Every 4-6 days
lentil,Kharif,46.2,28.59,39.9,Yes,12.62,Every 4-6 days
lentil,Rabi,44.5,27.49,132.1,No,0.0,Every 4-6 days
pigeonpeas,Zaid,45.3,28.75,10.6,Yes,12.92,Every 4-6 days
kidneybeans,Zaid,65.5,29.76,25.5,Yes,10.51,Every 4-6 days
cotton,Kharif,60.1,24.88,13.6,Yes,12.21,Every 4-6 days
kidneybeans,Rabi,51.3,20.93,20.4,Yes,9.6,Every 4-6 days
banana,Zaid,26.7,27.71,66.0,No,0.0,Every 1-3 days
rice,Zaid,52.5,30.18,20.3,Yes,17.91,Every 1-3 days
rice,Zaid,58.4,34.84,70.7,No,0.0,Every 1-3 days
mungbean,Rabi,38.0,30.91,105.6,No,0.0,Every 4-6 days
maize,Rabi,35.7,29.8,30.2,Yes,13.17,Every 4-6 days
papaya,Rabi,35.4,18.29,21.2,Yes,11.32,Every 4-6 days
mango,Rabi,77.3,27.24,53.0,No,0.0,Every 4-6 days
cotton,Rabi,32.8,20.3,15.7,Yes,13.37,Every 4-6 days
coffee,Rabi,32.9,35.54,16.3,Yes,15.48,Every 1-3 days
mothbeans,Kharif,5.0,25.97,22.5,Yes,15.97,Every 1-3 days
watermelon,Zaid,23.6,29.55,23.1,Yes,21.58,Every 1-3 days
pigeonpeas,Zaid,42.6,26.33,38.2,Yes,12.67,Every 4-6 days
jute,Rabi,36.7,27.41,189.4,No,0.0,Every 4-6 days
orange,Zaid,46.4,21.25,15.9,Yes,10.97,Every 4-6 days
apple,Rabi,34.7,24.19,12.4,Yes,11.63,Every 4-6 days
mothbeans,Kharif,33.1,25.98,66.5,No,0.0,Every 4-6 days
coconut,Zaid,27.9,30.63,135.1,No,0.0,Every 4-6 days
jute,Kharif,41.0,21.03,24.5,Yes,14.75,Every 1-3 days
orange,Rabi,61.4,30.7,17.9,Yes,11.21,Every 4-6 days
cotton,Zaid,65.3,32.69,28.7,Yes,10.21,Every 4-6 days
coconut,Zaid,44.3,29.88,11.9,Yes,13.65,Every 4-6 days
muskmelon,Kharif,44.4,24.93,44.6,No,0.0,Every 1-3 days
muskmelon,Zaid,36.0,26.57,53.6,No,0.0,Every 1-3 days
jute,Kharif,41.9,29.5,6.5,Yes,17.37,Every 1-3 days
watermelon,Rabi,50.0,26.23,38.6,Yes,14.64,Every 1-3 days
maize,Rabi,32.4,32.05,50.7,No,0.0,Every 4-6 days
blackgram,Zaid,27.1,25.63,25.6,Yes,12.55,Every 4-6 days
banana,Kharif,5.0,25.75,39.2,Yes,19.72,Every 1-3 days
lentil,Rabi,57.4,30.1,170.1,No,0.0,Every 7-10 days
lentil,Zaid,19.1,22.04,44.4,No,0.0,Every 4-6 days
lentil,Kharif,25.4,25.71,114.4,No,0.0,Every 4-6 days
jute,Rabi,41.8,33.25,19.7,Yes,17.62,Every 1-3 days
maize,Zaid,31.8,25.39,35.4,Yes,12.89,Every 4-6 days
kidneybeans,Rabi,32.7,25.2,12.3,Yes,13.59,Every 4-6 days
watermelon,Rabi,39.6,21.01,27.8,Yes,16.05,Every 1-3 days
jute,Kharif,50.8,24.74,29.1,Yes,15.93,Every 1-3 days
apple,Kharif,56.7,25.01,77.8,No,0.0,Every 4-6 days
mothbeans,Rabi,45.6,22.04,90.9,No,0.0,Every 4-6 days
cotton,Rabi,40.6,32.49,9.9,Yes,14.11,Every 4-6 days
apple,Rabi,16.0,30.05,34.2,Yes,15.67,Every 1-3 days
papaya,Kharif,54.3,31.8,60.1,No,0.0,Every 4-6 days
pomegranate,Rabi,35.2,32.43,42.4,No,0.0,Every 4-6 days
papaya,Zaid,42.8,21.98,82.8,No,0.0,Every 4-6 days
apple,Kharif,59.1,30.11,121.1,No,0.0,Every 4-6 days
pomegranate,Kharif,39.1,21.56,38.6,Yes,10.44,Every 4-6 days
lentil,Kharif,25.9,23.87,35.1,Yes,12.7,Every 4-6 days
papaya,Rabi,26.8,27.03,18.0,Yes,13.63,Every 4-6 days
mungbean,Rabi,22.8,24.68,11.6,Yes,15.06,Every 4-6 days
kidneybeans,Kharif,41.7,33.66,10.6,Yes,12.03,Every 4-6 days
kidneybeans,Kharif,42.0,22.86,10.4,Yes,11.98,Every 4-6 days
orange,Zaid,44.2,36.26,124.4,No,0.0,Every 4-6 days
papaya,Zaid,40.5,29.46,19.2,Yes,11.53,Every 4-6 days
rice,Kharif,26.2,37.2,17.7,Yes,22.56,Every 1-3 days
grapes,Zaid,22.7,30.81,65.0,No,0.0,Every 4-6 days
muskmelon,Rabi,32.2,27.36,42.7,No,0.0,Every 1-3 days
pigeonpeas,Kharif,63.2,30.89,122.0,No,0.0,Every 4-6 days
muskmelon,Kharif,43.1,29.71,36.2,Yes,15.69,Every 1-3 days
pomegranate,Kharif,68.2,39.5,46.2,No,0.0,Every 4-6 days
watermelon,Zaid,45.5,28.25,175.7,No,0.0,Every 4-6 days
kidneybeans,Rabi,40.8,27.65,59.6,No,0.0,Every 4-6 days
jute,Rabi,36.6,24.07,42.6,No,0.0,Every 1-3 days
apple,Zaid,76.7,22.45,39.8,Yes,7.43,Every 4-6 days
maize,Rabi,43.5,31.76,40.7,No,0.0,Every 4-6 days
coffee,Rabi,51.7,27.5,6.0,Yes,10.4,Every 4-6 days
cotton,Rabi,56.6,28.21,126.5,No,0.0,Every 4-6 days
banana,Rabi,45.4,28.21,16.0,Yes,16.3,Every 1-3 days
mango,Zaid,48.4,27.32,95.4,No,0.0,Every 4-6 days
pomegranate,Rabi,48.0,25.38,26.0,Yes,11.58,Every 4-6 days
muskmelon,Rabi,30.3,32.92,10.3,Yes,18.35,Every 1-3 days
kidneybeans,Zaid,43.5,29.93,23.1,Yes,11.25,Every 4-6 days
pigeonpeas,Zaid,62.9,25.86,126.1,No,0.0,Every 7-10 days
cotton,Rabi,62.7,26.94,29.0,Yes,9.98,Every 4-6 days
pomegranate,Rabi,12.7,40.67,44.1,No,0.0,Every 1-3 days
pigeonpeas,Rabi,19.0,24.83,18.7,Yes,13.34,Every 4-6 days
watermelon,Rabi,37.5,26.03,19.0,Yes,16.57,Every 1-3 days
blackgram,Zaid,41.2,33.16,21.4,Yes,9.91,Every 4-6 days
coconut,Zaid,49.9,27.52,50.3,No,0.0,Every 4-6 days
blackgram,Kharif,44.0,28.53,6.5,Yes,12.89,Every 4-6 days
maize,Zaid,36.3,30.07,37.1,Yes,12.62,Every 4-6 days
orange,Rabi,18.6,24.98,82.6,No,0.0,Every 4-6 days
chickpea,Zaid,65.5,31.17,92.6,No,0.0,Every 4-6 days
muskmelon,Zaid,52.5,31.57,104.9,No,0.0,Every 4-6 days
pigeonpeas,Zaid,50.6,30.21,56.4,No,0.0,Every 4-6 days
jute,Zaid,37.5,30.89,29.2,Yes,17.31,Every 1-3 days
pomegranate,Zaid,45.4,23.7,72.6,No,0.0,Every 4-6 days
mango,Zaid,56.6,24.77,104.7,No,0.0,Every 4-6 days
apple,Zaid,50.4,25.47,27.4,Yes,10.26,Every 4-6 days
lentil,Zaid,25.5,26.39,134.8,No,0.0,Every 4-6 days
papaya,Kharif,48.8,24.51,13.3,Yes,11.37,Every 4-6 days
coconut,Rabi,55.7,38.2,40.3,No,0.0,Every 4-6 days
jute,Kharif,49.3,20.2,78.8,No,0.0,Every 4-6 days
apple,Rabi,54.0,29.49,14.0,Yes,10.81,Every 4-6 days
jute,Rabi,30.5,23.67,45.2,No,0.0,Every 1-3 days
coffee,Kharif,44.6,31.92,31.3,Yes,11.86,Every 4-6 days
cotton,Rabi,46.9,27.5,30.2,Yes,10.73,Every 4-6 days
maize,Rabi,65.9,24.82,43.2,No,0.0,Every 4-6 days
cotton,Zaid,46.5,28.01,47.7,No,0.0,Every 4-6 days
jute,Rabi,50.1,20.82,64.3,No,0.0,Every 4-6 days
chickpea,Rabi,34.9,32.18,9.8,Yes,12.67,Every 4-6 days
jute,Rabi,39.4,26.89,35.0,Yes,17.23,Every 1-3 days
apple,Kharif,53.5,24.95,18.7,Yes,10.67,Every 4-6 days
rice,Rabi,27.9,28.02,194.6,No,0.0,Every 4-6 days
mothbeans,Zaid,55.5,26.98,39.8,Yes,11.55,Every 4-6 days
apple,Zaid,34.6,31.53,112.9,No,0.0,Every 4-6 days
mango,Rabi,19.7,31.37,53.2,No,0.0,Every 4-6 days
papaya,Rabi,42.4,26.09,25.0,Yes,11.91,Every 4-6 days
lentil,Rabi,15.5,26.43,72.7,No,0.0,Every 4-6 days
cotton,Zaid,62.6,12.88,50.1,No,0.0,Every 7-10 days
grapes,Kharif,26.5,41.38,27.9,Yes,15.11,Every 1-3 days
watermelon,Zaid,36.0,32.3,98.3,No,0.0,Every 1-3 days
mothbeans,Rabi,47.0,32.15,80.3,No,0.0,Every 4-6 days
blackgram,Rabi,63.6,33.42,43.5,No,0.0,Every 4-6 days
muskmelon,Kharif,15.0,28.52,37.6,Yes,19.64,Every 1-3 days
apple,Zaid,82.1,37.4,65.2,No,0.0,Every 4-6 days
grapes,Kharif,84.5,21.3,70.7,No,0.0,Every 7-10 days
blackgram,Rabi,54.4,29.94,43.6,No,0.0,Every 4-6 days
orange,Zaid,37.3,30.13,41.5,No,0.0,Every 4-6 days
muskmelon,Kharif,46.3,24.74,24.8,Yes,16.42,Every 1-3 days
muskmelon,Zaid,26.6,35.67,75.2,No,0.0,Every 1-3 days
apple,Kharif,72.8,21.12,25.2,Yes,7.41,Every 4-6 days
cotton,Zaid,57.3,37.21,18.2,Yes,12.62,Every 4-6 days
muskmelon,Zaid,46.4,34.39,60.4,No,0.0,Every 1-3 days
chickpea,Rabi,12.7,33.32,20.6,Yes,16.79,Every 1-3 days
watermelon,Zaid,58.0,21.88,52.7,No,0.0,Every 4-6 days
cotton,Kharif,20.5,27.5,40.2,No,0.0,Every 4-6 days
rice,Rabi,42.9,29.92,24.6,Yes,17.13,Every 1-3 days
orange,Zaid,53.5,32.71,4.2,Yes,13.75,Every 4-6 days
grapes,Zaid,20.8,20.21,9.3,Yes,12.13,Every 4-6 days
apple,Rabi,30.5,37.02,15.5,Yes,13.2,Every 1-3 days
mango,Kharif,32.7,22.15,5.7,Yes,11.42,Every 4-6 days
kidneybeans,Zaid,69.3,33.78,78.2,No,0.0,Every 4-6 days
blackgram,Rabi,85.5,27.2,40.7,No,0.0,Every 4-6 days
pigeonpeas,Zaid,53.8,26.0,42.3,No,0.0,Every 4-6 days
muskmelon,Zaid,27.1,34.2,32.9,Yes,17.85,Every 1-3 days
coffee,Rabi,26.4,31.51,44.3,No,0.0,Every 4-6 days
pomegranate,Kharif,44.5,25.27,84.7,No,0.0,Every 4-6 days
jute,Rabi,63.8,30.11,27.7,Yes,13.84,Every 1-3 days
banana,Kharif,26.8,33.16,69.7,No,0.0,Every 1-3 days
maize,Zaid,10.2,38.11,28.0,Yes,16.64,Every 1-3 days
banana,Rabi,45.9,29.47,14.1,Yes,16.7,Every 1-3 days
maize,Zaid,56.2,33.74,66.0,No,0.0,Every 4-6 days
kidneybeans,Zaid,41.3,27.85,13.9,Yes,11.9,Every 4-6 days
watermelon,Rabi,47.6,27.44,20.3,Yes,15.57,Every 1-3 days
coconut,Kharif,52.9,32.8,71.2,No,0.0,Every 4-6 days
coffee,Kharif,46.9,23.89,75.1,No,0.0,Every 4-6 days
muskmelon,Zaid,32.3,24.37,18.4,Yes,19.03,Every 1-3 days
papaya,Kharif,36.5,33.7,32.3,Yes,15.3,Every 4-6 days
pomegranate,Rabi,55.0,26.55,21.5,Yes,10.52,Every 4-6 days
blackgram,Zaid,41.6,22.32,72.8,No,0.0,Every 4-6 days
kidneybeans,Kharif,31.0,28.41,23.5,Yes,14.45,Every 4-6 days
coffee,Kharif,30.3,23.53,41.3,No,0.0,Every 4-6 days
mango,Kharif,43.9,20.63,62.2,No,0.0,Every 4-6 days
rice,Kharif,37.9,24.29,34.0,Yes,16.63,Every 1-3 days
orange,Zaid,49.6,40.22,37.3,Yes,12.63,Every 4-6 days
grapes,Zaid,29.3,25.36,209.8,No,0.0,Every 4-6 days
banana,Zaid,41.2,26.29,14.3,Yes,17.49,Every 1-3 days
coconut,Kharif,64.9,23.29,52.0,No,0.0,Every 4-6 days
cotton,Kharif,57.5,22.37,57.1,No,0.0,Every 4-6 days
muskmelon,Zaid,32.2,30.36,35.7,Yes,16.67,Every 1-3 days
grapes,Zaid,35.4,23.39,74.1,No,0.0,Every 4-6 days
grapes,Zaid,53.0,42.51,18.4,Yes,14.17,Every 4-6 days
lentil,Zaid,40.2,17.07,26.7,Yes,10.33,Every 4-6 days
lentil,Zaid,24.3,28.23,25.9,Yes,13.17,Every 4-6 days
mango,Rabi,51.6,31.13,27.3,Yes,12.46,Every 4-6 days
pomegranate,Zaid,34.1,22.69,39.9,Yes,12.36,Every 4-6 days
banana,Zaid,68.8,26.68,39.5,Yes,14.32,Every 4-6 days
pigeonpeas,Kharif,78.6,29.46,55.3,No,0.0,Every 4-6 days
watermelon,Kharif,43.3,24.11,27.1,Yes,15.69,Every 1-3 days
pigeonpeas,Rabi,18.7,27.31,107.1,No,0.0,Every 4-6 days
mango,Zaid,27.2,23.38,4.8,Yes,12.46,Every 4-6 days
pomegranate,Rabi,40.3,22.37,61.0,No,0.0,Every 4-6 days
maize,Zaid,24.1,33.07,117.5,No,0.0,Every 4-6 days
pigeonpeas,Kharif,40.3,20.92,114.0,No,0.0,Every 4-6 days
mothbeans,Zaid,54.8,24.18,55.0,No,0.0,Every 4-6 days
chickpea,Rabi,28.9,36.26,16.4,Yes,14.26,Every 1-3 days
lentil,Zaid,60.0,26.63,22.8,Yes,9.97,Every 4-6 days
mothbeans,Zaid,32.1,23.25,35.0,Yes,11.86,Every 4-6 days
mango,Kharif,59.4,31.05,76.2,No,0.0,Every 4-6 days
coffee,Rabi,42.8,26.04,41.6,No,0.0,Every 4-6 days
lentil,Kharif,47.8,30.33,94.0,No,0.0,Every 4-6 days
watermelon,Zaid,41.7,22.31,53.9,No,0.0,Every 1-3 days
papaya,Kharif,48.0,27.47,17.0,Yes,11.97,Every 4-6 days
pomegranate,Zaid,61.9,27.35,23.9,Yes,10.96,Every 4-6 days
orange,Kharif,46.8,29.18,35.1,Yes,10.72,Every 4-6 days
lentil,Rabi,50.1,31.91,13.6,Yes,11.25,Every 4-6 days
papaya,Rabi,32.9,27.92,8.7,Yes,12.67,Every 4-6 days
watermelon,Rabi,45.1,24.15,27.6,Yes,15.51,Every 1-3 days
mothbeans,Rabi,58.3,27.67,21.0,Yes,12.46,Every 4-6 days
pomegranate,Kharif,50.1,16.71,68.3,No,0.0,Every 4-6 days
mango,Rabi,30.4,27.76,17.3,Yes,12.92,Every 4-6 days
pigeonpeas,Rabi,27.4,23.04,10.1,Yes,14.03,Every 4-6 days
pomegranate,Zaid,56.2,20.09,47.1,No,0.0,Every 4-6 days
orange,Kharif,64.1,27.94,14.0,Yes,9.31,Every 4-6 days
apple,Rabi,13.5,20.31,99.3,No,0.0,Every 4-6 days
mothbeans,Rabi,53.2,24.71,34.8,Yes,9.82,Every 4-6 days
lentil,Rabi,29.1,26.31,11.2,Yes,15.55,Every 4-6 days
banana,Rabi,36.2,37.14,97.8,No,0.0,Every 1-3 days
banana,Zaid,61.0,33.18,60.0,No,0.0,Every 1-3 days
pomegranate,Rabi,35.7,27.03,56.5,No,0.0,Every 4-6 days
pigeonpeas,Kharif,65.6,23.28,39.0,Yes,8.87,Every 4-6 days
coffee,Rabi,32.5,30.36,33.7,Yes,15.23,Every 4-6 days
coconut,Zaid,49.3,27.37,8.7,Yes,12.23,Every 4-6 days
mango,Rabi,55.7,31.23,82.1,No,0.0,Every 4-6 days
rice,Zaid,47.8,20.97,7.1,Yes,15.42,Every 1-3 days
grapes,Kharif,18.0,15.88,33.9,Yes,11.17,Every 4-6 days
mothbeans,Zaid,52.0,19.23,25.0,Yes,8.62,Every 4-6 days
coffee,Kharif,43.4,28.11,26.9,Yes,12.28,Every 4-6 days
kidneybeans,Zaid,54.9,28.92,72.8,No,0.0,Every 4-6 days
orange,Zaid,52.3,23.03,41.9,No,0.0,Every 4-6 days
coffee,Rabi,75.3,26.1,27.2,Yes,8.49,Every 4-6 days
grapes,Kharif,32.8,32.77,35.0,Yes,13.58,Every 4-6 days
muskmelon,Kharif,68.9,31.35,3.3,Yes,15.39,Every 1-3 days
mango,Rabi,40.0,30.67,27.6,Yes,14.63,Every 4-6 days
coffee,Kharif,38.3,27.6,27.5,Yes,11.6,Every 4-6 days
mango,Kharif,29.5,26.5,10.9,Yes,14.27,Every 4-6 days
apple,Rabi,41.8,30.62,45.8,No,0.0,Every 4-6 days
maize,Rabi,43.7,27.16,41.1,No,0.0,Every 4-6 days
lentil,Rabi,62.4,28.17,20.8,Yes,11.05,Every 4-6 days
cotton,Rabi,47.7,27.93,23.6,Yes,12.72,Every 4-6 days
jute,Kharif,47.5,28.16,12.5,Yes,15.85,Every 1-3 days
papaya,Zaid,24.9,28.65,13.9,Yes,15.45,Every 4-6 days
mungbean,Kharif,27.7,27.14,54.3,No,0.0,Every 4-6 days
pigeonpeas,Kharif,51.8,25.24,5.5,Yes,12.47,Every 4-6 days
apple,Kharif,5.0,36.41,67.2,No,0.0,Every 1-3 days
apple,Kharif,19.3,28.3,112.1,No,0.0,Every 4-6 days
coffee,Zaid,46.9,36.53,31.7,Yes,13.44,Every 4-6 days
grapes,Zaid,37.7,29.84,15.0,Yes,12.74,Every 4-6 days
lentil,Kharif,90.4,22.41,58.8,No,0.0,Every 7-10 days
